84,Missed the European Nuclear Energy Forum yesterday? (I did). You can watch it online at:  https://t.co/4WBxJIaKfu,neutral
85, @ja8yum #口だけ拉致担当大臣,neutral
86,"@DanielA84612544 @Ver_Nunft @EnergyJvd Can we even theoretically bootstrap a renewables only energy system without overstepping the budget, taking mining elsewhere into account. Or do we absolutely need nuclear energy.",neutral
88,"1 think Hunt said was Nuclear power plant and we consult with @EDFofficiel, so if as he says we want to be energy sufficient why when that company is 83%owned by the French Govnt are we consulting with a foreign power.",neutral
89,@GovNuclear @AmirAdnani @wolfcreekpower All electricity in the USA should be generated using nuclear power. It is the cleanest form of energy.,positive
90,Why don’t the Greens like nuclear energy? Probably because it’s so icky.    https://t.co/GRDNKqf2JX,negative
91,Join us next week for our webinar. Hear from senior nuclear specialists on:  Advanced Nuclear Technologies and #SMR Designs: What are the key stages on the journey to their commercial deployment?  #nuclearenergy #ANTs #cleantech #cleanenergy  https://t.co/6as4bdDDbw,positive
92,@Orsted So you take nuclear power at your mercy?,neutral
93,"Corinne Lepage, former environment minister of France describes seven falsehoods advocates use to promote nuclear power  https://t.co/tRnPB3qsh2",negative
94,@Har21104534 @senghmakhan @pun_fact Saaar we nuclear power saar 😂😂,neutral
95,"@_HenryBolton because we don't have an energy company with enough credit to build a full size nuclear power plant. The only other solution is to pay Rolls Royce for their small modular reactors, which are an amazingly affordable way to increase nuclear electricity",positive
96,"@BrianGitt That is one of the most ridiculous things I've read in while Once the solar panel is installed you no longer need the manufacturer for its operation unlike fossil fuel or nuclear power where the fuel has to be used for each kWh - much of the fuel imported, especially uraniuam",negative
97,A letter in the local London media explaining we need nuclear power to tackle climate change.  #NuclearEnergy  #NuclearPower  https://t.co/CAI2nBrQCb,positive
98,Top 10 Reasons the USA Needs More Nuclear Power Plants  https://t.co/j5YsKoxpDn,positive
99,And we're going to build nuclear power plants to replace them right?,positive
100,"Another CANDU nuclear power reactor to be refurbished to provide safe, reliable, abundant, affordable and clean (carbon emission free and pollution free) energy for many, many more years!",positive
101,The Economics of Nuclear Energy RTWU0AX   https://t.co/WuILFTFSik  https://t.co/2KxcRm3PAb,neutral
102,"Higher cost estimates at the NuScale/UAMPS Carbon Free Power Project could give participants the chance to jump ship - but it isn't clear they see better options, as prices are rising for all energy projects. #NuclearEnergy  #energytwitter  https://t.co/PJ19miN89Q",neutral
103,"Crime in Iran #ایذه The Islamic Republic is a criminal Someone who doesn't have mercy on people, wants nuclear energy for peace??? #irNotIRAN #MahsaAmini #IranRevolution  https://t.co/3wV3BvSAq2",negative
104,@Bowenchris Did you learn anything about Nuclear energy from all other countries there?,neutral
105,"I need to live in a city where women like skinny guys with shaved heads who like to feed the animals in the park. Done with these liberals. “I’m open to anything! Oh, all the animals run up to you because you’re the nicest person in the world? Sorry I don’t date guys like that.”",neutral
106,"""Nous ne sommes pas préparés au pire scénario"", alerte @dorfman_p spécialiste des questions nucléaires ☢️ Mais alors, on fait quoi ? 😦  @artefr @artede #27arte #nucléaire #nuclearpowerstation #nuclearenergy  https://t.co/YUfnckujLx",neutral
107,@bbcquestiontime @PeterDilworth1 Nuclear power is not green,negative
108,RT＠KenKenKenKenKeK [BraveMan in Fukushima] Mr. Sakamoto ＠keigo19550918 made up his mind to take care of over 500 animals ＆ refused to leave the contaminated zone in ＃Fukushima for just after the nuclear power plant melted down. ＠Reuters ロイター撮影  https://t.co/qtlBvxHQOY,neutral
109,Climate Change Motivates a Reevaluation of Nuclear Energy. (Good. Save the world via Nuclear Energy),positive
110,@speedbump7777 @RastelliSteve @1ann1rey @FoxNews When is Biden and democrats going to support nuclear energy waiting.,positive
111,"@SavageOnTheSun @Chapter4Travels @AaronHinman4 @Mining_Atoms My hope is that since these smaller reactors should be cheaper than big nuclear power plants, private businesses will create them en-masse and supply the market with cheap electricity and hydrogen (if that takes off as well)",positive
112,Obviously I need to work in nuclear power lol,positive
113,"As much of a nuclear energy fan (and investor) as I am, it’s almost like the gov should put this kind of effort behind getting other tech to critical scale. Like geothermal electricity.",positive
114,"🇫🇷France: The delay in the return of some reactors means they will still be offline when others will start their maintenance.  ""At the height of winter❄️, anticipated energy savings won´t compensate the expected lack of nuclear energy production"" ...🙄  https://t.co/sS4fqYSXF6  https://t.co/vkzhjOnvy0",neutral
115,New large-scale nuclear plants have been a key part of a government strategy to help reduce the UK's reliance on fossil fuels:  https://t.co/3mHZp8vDtx #nuclearenergy,positive
116,#NuclearEnergy could solve our #Climate conundrum so what's holding us back? @runciblesolve @uwaterloo joins @RobBreakenridge at 1:30. Listen live  https://t.co/rnwRycRiaB,positive
117,@npcwill283 @Original_10101 @iLoveJaneAdams I wonder if there’s any regulations around setting up a nuclear power station? 🤔  Just a thought here as you apply for licenses to promote your antigovernment agenda…   1+1=3?,neutral
118,"@randlight Certainly nuclear energy should not be dumped, what is the answer of disposal I do not know. Abortion is murder of a human life and should definitely be banned.The purpose of sexual relations is reproduction, do not have sexual relations if you do not want a child.",neutral
119,@the_pintman @relegationlooms @mrmarkdolan Like their is saying using Nuclear Power for what a small fire cracker can do.,neutral
120,@fergalreid @john_mcguirk Wait until they hear about my tumble dryer usage… not my fault they don’t embrace nuclear power,positive
121,@GloegePeter @tjv97 @RepKinzinger Looked at your profile. I’m with you when it comes to nuclear energy.  Why do you think they want to get rid of it?,positive
123,Fading promise of cheap #nuclear #power in spite of major subsidies:  https://t.co/8a1HCLPzRZ   #ilmastokriisi #energiakriisi  @Lahienergia @HSfiPolitiikka @YleUutiset_pol @vihreat @HkiVihreat,negative
124,"@EricRWeinstein EU and NATO have neutralized the main instigator of European conflict. 2022 is not 1939 or 1914 or 1618.  Belgrade? shows that a nuclear power can bomb the sovereign territory of another nuke power (Chinese embassy in 1999) and yet, no catastrophe ensued. Why not?",neutral
125,A successful NFT project is sorta like nuclear energy,neutral
126,"Beyond clean electricity production, nuclear energy can provide heating for buildings, process heat for industries, hydrogen production, and desalination for clean drinking water. For more information, visit  https://t.co/gaZkEjZRkM #Nuclear4Climate #SDG #COP27  https://t.co/VjVdt1FDsS",positive
127,"@wuest23 My suggestion? Replace gas, biomass and coal with nuclear energy of course.   It’s time to decarbonize your dispatchable, firm power needs and drop combustion. You’ve got the infrastructure, tech, workforce and plenty of mothballed/pre-cleared sites.  Let’s go!",positive
128,"@dalalzebat @imrahulmaddy @sumodm @Muglikar While the reasons you've given for why we stopped supersonic airplanes/moon landings/nuclear power are all partially right, the full situation is more complex and more interesting. Worth reading:  https://t.co/E9dSB9XhlK",neutral
129,Industry associations highlight key role of nuclear : Energy &amp; Environment - World Nuclear News  https://t.co/IxWYtTztZA,positive
130,"@RT_com The world allows Egypt to employ nuclear power, but hypocritically opposes Iran’s nuclear power program. ✔️",neutral
131,"@Conservatives @Jeremy_Hunt You could have mandated heat pumps, solar and efficiency new builds. You could have made solar and energy efficiency for every government building. You could have built several nuclear power plants.  You've done nothing",positive
132,"@RepDavids If we invest in clean modular nuclear energy solutions, we can do it more reliably.",positive
133,"Being told that one of the PM's staunchest allies, Carl Fox, Junior Minister at the Department for Nuclear Power is on the verge of quitting. Am told CCHQ is prepping for a snap election.",neutral
134,@biancoresearch That is typical 20:80 thinking.   I am fairly convinced I could also take over and operate a nuclear power plant for some time with the help of a hand full of other people.   Once we run into some situations – well…,neutral
135,"WHY IS SWEDEN INVESTING IN NUCLEAR POWER?  All of Sweden's wind turbines (4,754 in 2021) with an installed output of 12.1 GW delivered less than Ringhals 1-4 nuclear reactors (2019) with an installed output of 3.9 GW.  Green = low capacity wind turbines  #SMR #NuclearEnergy  https://t.co/MC2Bnex4OB",positive
136,"Some speculate that the UFOs visit such plants and power stations to charge up their power sources, or in the cases when they visit Nuclear power plants -- they might be monitoring them.  https://t.co/gYyc57c30i",neutral
137,"The Yak Titʸu Titʸu Yak Tiłhini in California have requested the return of their coastal homelands, currently occupied by a nuclear power plant.   https://t.co/aE5VPIWFON via @hakaimagazine",negative
138,@nytimes Great News!  I hope the nuclear power plants explode.,negative
139,"@DineshDSouza @elonmusk It tells me that you should never be allowed to run a nuclear power plant... Did you really think that things were done manually? Someone takes your tweet and copies it to everybody's timeline, maybe?",neutral
140,"@Kamots_A @MattWalshBlog Yes, it is… if by that you mean adequate source.  There is no replacement on the horizon.  Activists are too stupid to get behind CO2 free nuclear energy.",positive
141,Idaho National Laboratory leading the future of nuclear energy  https://t.co/UKic5YGP0N,positive
142,Five things Germany needs to do 1. Pay reparations properly to Greece and Poland 2. Prosecute Merkel as a traitor 3. Stop your Green nonsense 4. Reinstate Nuclear power plants 5. Leave the EU @OurReneArtois2 @DanielaNadj,positive
143,"@Channel4News "" A strong economy "" ? The Tories have trebled the national debt in 12 years . And Gordon Brown gave the green light for new nuclear power stations that the Tories cancelled .",positive
144,Climate change activist are to busy pushing the manufacturing of windmills and providing nuclear reactors for other countries than to think about planning for American Nuclear energy,positive
145,It’s so obvious that nuclear power plants are releasing hypnotic satanic gas in the air,negative
146,Wind farms &amp; rooftop solar installations could be switched off in the coming days to protect Sth Aust grid  https://t.co/jMxYbvFE4S Get serious about 24/7 Reliable ULTRA Clean #NuclearEnenrgy #Auspol We need #Thorium #Nuclear Energy We need #SMR's,positive
147,"@Surasia_ Someone mentioned in the replies that it only works in forge and breaks in customs, can someone verify?",neutral
148,"@Raphfel @Michael_Yon Why climate activists reject nuclear energy?Look at their real objectives. They may tell you that nuclear is dangerous but there is less danger here than from any other source. Their real objective, is to ruin the world's economy and bring out a 'new world order' so we need reset",positive
149,"Nice 45 minute propaganda piece on demonizing nuclear energy, quixotic views of renewables with a dash of democracy thrown in. Hilarious how they believe a continent that has barely any sunlight for 6 months will use solar energy.   https://t.co/6MpmLQSGE6",positive
150,"Students at the department pursuing the course on Arms Control, Nuclear Disarmament and Nuclear Futures visited the Kaiga Atomic Power Station on 11 November 2022. They understood the working of nuclear power plants and the importance of Nuclear energy.  https://t.co/WoJebGWd9M",positive
152,"Sen Mike Crapo (R-ID) has a lifelong interest in nuclear energy R&amp;D, esp. at the Idaho National Lab. Born a few miles from lab in same year as EBR 1 first lit 4 light bulbs. Watch for progress on ANIA  https://t.co/mXjVYRvCjY via @twinfallstn",positive
153,How can it be 2022 and climate negotiators are still afraid to say nuclear energy and recognise it as a key technology? Can't say phase down fossil fuels but can say renewables. The whole thing becomes farcical,positive
154,"@kallium119 Nuclear power is simply based. If we went majority nuclear power supplemented by solar and wind and hydro we would be golden. But no, because NUCLEAR BAD!!",positive
155,@JeffersonCraigg @marcellemroy @NRCan Nuclear power safety skipped the phase in aviation history where people strapped feathers on their arms and flapped.  The point is clear… you can have waste from fossil fuel generated power spew into the air or emission free nuclear with spent fuel safely managed at all times.,positive
156,Yes! #NANONuclear in our Technical Development is 'ZEUS' portable MicroReactor with a world class Nuclear Technical Team leading the charge &amp; #MadeInTheUSA. Join us on our journey #ThePathToZero #NuclearEnergy #AdvancedReactor #ClimateCrisis #EnergyCrisis #Energy #ESG   @ENERGY  https://t.co/zas9RKO34L,positive
157,"@MJacobson1984 @dorfman_p And to feed fuel to those nuclear power plants you must mine uranium, mill the ore to fine sand, leach the ore, pump the acid into those leaching pools, dig up what's left after the leaching, build heaps out of that, then transport the results to an enrichment plant etc etc.",negative
158,@GMWatch Monbiot now completely embraces Eco-Modernism esp in regards to precision fermentation using CRISP modified organisms and power by nuclear energy. This is exactly what he espouses in Regenesis as BMGF's (unwitting?) pawn  https://t.co/s7pWvPyNGO,negative
159,Fallout from a nuclear past: New book explores human toll of 'nuclear colonization' in New Mexico  https://t.co/m4OdJ86SKo,neutral
160,"@dublinactivist @AZgeopolitics @hinki75041212 @FiorellaIsabelM @GarlandNixon @thatdayin1992 it is a crime bomb civilian targets.  But once civilian targets are made fair-game to blow up civilian bridges, use hospitals &amp; patients as human shields, assassinate civilians, attack nuclear power stations, as you risk all sides making it as fair-game as needed to deter",neutral
161,"@JMinCanada @stephen_taylor @jordanbpeterson In addition,  federal government provided funding for nuclear energy plants. If people are looking for jobs there's going to be many more as soon as she or Notley acts on it. The funds were transferred.",neutral
162,@Steven_Swinford AT FSCKING LAST WE ARE BUILDING A NEW NUCLEAR POWER PLANT.  NOW - WE JUST NEED TEN MORE.,positive
163,I should be cooking up a parlay not solving nuclear energy problems. Damn sunday needs to hurry.,neutral
164,Buzz buzz elephant's foot nuclear power plant and all that stuff you know? Geiger counter go brrrr,neutral
165,@thelenelldavis @stixx9966 @greatScott1986 @atrupar if we invested that money we just wasted on nuclear energy I would be all for it. But EVs and wind and solar is just throwing money away. EVs don’t reduce emissions because you actually have to build them first. And wind and solar cannot stand on there own two feet w/o subsidies,positive
166,Not a single mention of Nuclear Energy…,positive
167,"""Zaporozhye NPP has recently become the object of increased attention of all kinds of nuclear energy experts, who agree on one thing - an accident at this plant will lead to large-scale consequences, primarily in the western part of the  https://t.co/jgF9WKJbo3",neutral
168,"If you think nuclear energy is on the decline because of the enrivonment movement and not because of capitalist forces, you are falling for capitalist propaganda.  They don't want to build nuke plants because they're expensive and don't make enough profit. That's it.  https://t.co/VSR4hZV8mo",positive
170,"@BellaWallerstei Agreed, no more delays. How long will they take to build and commission this? Is there precedent that shows Nuclear Power Stations, based on the design that Sizewell will use, are built on time and on budget?",neutral
171,@nickhedley Does this apply to your obsession with green energy as well? Why not advocate for nuclear energy in SA?,positive
172,"@SlatorH @curious_founder Slator - You agree that if someone owns the land, they can do as they please?  So you would support fracking, building nuclear power, and mining as long as we own the land, right? I would love that.",neutral
173,"@juheja @Heather_mom4nuk @clawrence The problem with abundant cheap nuclear energy is that it will hasten our demise through the environmental crisis because we will be even quicker decimating habitats, overfishing, cutting rain forests, producing forever chemicals etc",negative
174,"@MarktBell Yeah, very “green” by opposing nuclear power and HS2…",positive
175,"@KellyAlspals Not all Greens, some are applying thought &amp; critical logic, but is it to late?  We must not forget that @AustralianLabor also oppose #Nuclear energy in this country   https://t.co/DE5F42n3xq",neutral
178,NUCLEAR POWER IS SAFE AND RELIABLE?,neutral
180,"@JeremyVineOn5 Anybody else notice how the media have reported the Autumn Statement ? All the negatives and none of the good things like Triple lock reinstated, increase in energy company taxes, billions extra for NHS and Social Services, New nuclear power, money for the North levelling up..😐",positive
182,@HaliskiJason and tried to intercept this UAP - it later quickly disappeared to the south heading to nuclear power plant Jaslovske Bohunice and ultimately disappearing in Austria.,neutral
183,Nuclear power plants are building Elon Musk @elonmusk #wakeup #verified #sheeple #twitter #reality #breakingnews #conspiracy #realnews #news #tesla #truth  https://t.co/m68IyEiKF9,neutral
185,"Yes #Auspol, We need #Nuclear Energy for any chance of Genuine #Climate Policy.  https://t.co/rqKvGjvOpx We need that 24/7 Reliable ULTRA Low CO2 electricity from #NuclearEnergy, Small Modular Reactors #SMR's &amp; our abundant #Thorium  https://t.co/Q4KH44uyGp",positive
186,Reminder that nuclear energy is our only realistic option for surviving as a species,positive
187,kota: they have a nuclear power plant where i live. / harvey: that makes sense.,neutral
188,"@autiealien @buggirl We need to move away from the stupidity of the human race (like say, liking nuclear power, which is cleaner than ""green energy""), not of capitalism, which is FAR too hard for money to fix.",positive
189,What is HALEU?   High-assay low-enriched uranium is a crucial material needed to help deploy advanced reactors.  https://t.co/WG0TlqC1pN,positive
190,"#Nuclear-generated heat &amp; electricity to create hydrogen for use in production of asphalt &amp; cement showing +20% efficiency gain  https://t.co/WNI78XcRup Yes #Auspol We need to #repeal140A, Build modern #SMR's &amp; utilize #Thorium &amp; 24/7 ULTRA Low CO2 #NuclearEnergy  https://t.co/G4JKHT13Fk",positive
191,"The crisis is upending the role that France has long played as Europe’s biggest producer of nuclear energy, raising questions about how much its nuclear power arsenal will be able to help bridge the continent’s looming crunch  https://t.co/6mzMOuyR8H",neutral
